temperature,humidity,rainfall_mm,wind_speed,crop_type,growth_stage,previous_pest_occurrence,pest_risk,pest_type
24.41,85.5,2.09,6.8759999999999994,wheat,maturity,1,high,aphids
24.41,78.54,0.37,8.064000000000002,rice,vegetative,1,high,leaf_miner
23.98,77.14,0.56,8.856,sugarcane,seedling,0,medium,pyrilla
23.27,77.46,0.0,8.352,sugarcane,flowering,0,high,pyrilla
22.83,77.18,0.0,8.1,cotton,flowering,0,medium,aphids
22.61,83.46,5.1,6.732,rice,vegetative,0,medium,aphids
23.84,85.26,6.78,7.344,wheat,seedling,0,medium,aphids
24.12,76.84,0.56,6.192,wheat,flowering,0,high,aphids
22.92,74.22,0.0,5.364,rice,flowering,1,high,leaf_miner
23.65,75.5,0.0,6.048,rice,seedling,0,medium,leaf_miner
23.84,75.38,0.0,6.408,wheat,flowering,0,high,aphids
23.14,74.1,0.0,6.66,cotton,maturity,0,medium,aphids
23.65,73.7,0.0,6.84,rice,seedling,1,medium,leaf_miner
22.46,70.79,0.0,7.488,rice,flowering,0,medium,leaf_miner
22.88,70.86,0.0,6.156,cotton,seedling,1,medium,aphids
23.06,69.7,0.0,4.824000000000001,sugarcane,vegetative,1,medium,pyrilla
23.52,67.0,0.0,6.3,rice,flowering,1,high,leaf_miner
24.88,73.09,0.06,5.22,cotton,flowering,1,high,aphids
26.2,76.81,0.3,6.444,wheat,maturity,0,medium,aphids
26.65,73.47,0.07,6.732,sugarcane,maturity,0,medium,top_borer
26.09,67.98,0.0,5.976,rice,flowering,1,high,leaf_miner
24.92,65.61,0.0,4.284,cotton,seedling,0,low,none
24.35,61.76,0.0,5.112,sugarcane,flowering,0,medium,shoot_borer
24.2,66.32,0.0,5.976,cotton,maturity,0,medium,aphids
24.1,69.48,0.0,5.904,wheat,maturity,1,medium,aphids
23.89,64.13,0.0,6.048,rice,flowering,0,medium,leaf_miner
24.21,67.14,0.0,6.6240000000000006,cotton,seedling,0,low,none
25.0,65.41,0.0,6.588,rice,flowering,1,high,leaf_miner
24.63,67.88,0.0,5.796,cotton,flowering,0,medium,aphids
24.68,63.81,0.0,5.112,rice,seedling,0,low,none
25.06,64.34,0.0,5.9399999999999995,rice,seedling,0,low,none
24.87,60.21,0.0,5.22,sugarcane,seedling,0,low,none
24.59,55.39,0.0,4.428,cotton,flowering,0,medium,aphids
25.46,52.86,0.0,4.6080000000000005,cotton,vegetative,0,low,none
25.5,61.61,0.0,5.904,rice,seedling,1,high,leaf_miner
25.58,64.09,0.0,6.444,rice,flowering,1,high,leaf_miner
25.4,61.93,0.0,5.58,sugarcane,vegetative,0,medium,shoot_borer
25.62,61.69,0.0,4.788,wheat,maturity,1,high,aphids
26.11,59.82,0.0,5.364,cotton,vegetative,0,medium,bollworm
26.24,61.58,0.0,6.5520000000000005,rice,seedling,0,medium,leaf_miner
26.78,59.93,0.0,6.6240000000000006,sugarcane,seedling,1,high,shoot_borer
27.01,54.52,0.0,7.236,rice,seedling,0,low,none
26.52,56.18,0.0,7.812,cotton,maturity,1,high,bollworm
26.74,61.01,0.06,8.388,sugarcane,seedling,0,medium,shoot_borer
27.02,59.66,0.28,9.54,sugarcane,seedling,0,medium,shoot_borer
26.63,55.62,0.01,8.1,rice,flowering,0,high,aphids
27.12,59.39,0.78,8.496,rice,flowering,0,medium,aphids
27.8,66.52,2.06,9.504000000000001,wheat,maturity,0,medium,aphids
28.52,64.15,0.1,8.46,wheat,seedling,0,medium,leaf_miner
28.03,63.16,0.0,6.48,cotton,flowering,0,high,bollworm
28.6,47.62,0.0,7.704000000000001,cotton,seedling,1,medium,bollworm
28.19,44.76,0.0,6.012,sugarcane,seedling,1,medium,shoot_borer
29.12,43.34,0.0,4.86,cotton,vegetative,0,medium,bollworm
28.87,47.29,0.01,4.212,wheat,seedling,0,low,none
29.4,51.56,0.1,5.4,wheat,vegetative,0,medium,leaf_miner
28.29,46.16,0.0,8.352,wheat,flowering,1,high,leaf_miner
27.42,50.54,0.0,8.28,rice,seedling,0,medium,aphids
26.67,73.38,14.9,10.836,wheat,vegetative,0,low,none
26.08,80.46,13.22,5.58,wheat,vegetative,1,high,aphids
27.89,68.12,3.02,4.968,cotton,flowering,0,medium,bollworm
28.27,56.83,0.0,5.688000000000001,wheat,vegetative,0,medium,leaf_miner
27.88,55.5,0.0,5.328,wheat,seedling,0,medium,aphids
28.83,58.19,0.02,5.6160000000000005,rice,seedling,1,high,aphids
28.91,63.65,0.48,2.556,wheat,vegetative,0,medium,leaf_miner
29.7,59.16,0.02,5.5440000000000005,cotton,seedling,1,high,bollworm
29.94,57.05,0.05,7.992000000000001,rice,seedling,0,medium,aphids
29.37,58.21,0.09,8.856,sugarcane,maturity,1,high,shoot_borer
29.5,60.47,0.12,7.236,wheat,vegetative,0,medium,leaf_miner
29.69,61.22,0.48,7.668,wheat,flowering,0,high,leaf_miner
29.17,63.86,1.49,7.128,wheat,flowering,1,high,leaf_miner
29.35,59.01,0.3,7.5600000000000005,sugarcane,seedling,0,low,none
29.16,53.05,0.15,5.112,rice,vegetative,0,medium,aphids
29.62,44.82,0.03,4.5,rice,seedling,1,medium,aphids
30.83,49.02,0.05,3.8880000000000003,wheat,seedling,0,low,none
31.2,46.81,0.0,6.588,sugarcane,vegetative,1,high,shoot_borer
30.52,37.85,0.0,7.056,cotton,flowering,0,medium,bollworm
29.7,34.33,0.0,6.5520000000000005,sugarcane,maturity,1,medium,shoot_borer
30.19,36.61,0.0,6.336,wheat,maturity,0,medium,leaf_miner
30.3,47.42,0.49,5.58,sugarcane,seedling,1,high,shoot_borer
29.77,56.88,4.31,7.668,rice,maturity,0,medium,aphids
28.56,67.44,7.33,5.796,rice,flowering,0,medium,aphids
28.77,62.6,5.45,4.5360000000000005,rice,seedling,0,medium,aphids
29.53,61.69,5.9,3.132,cotton,vegetative,0,medium,bollworm
29.49,66.85,7.87,3.168,sugarcane,maturity,0,medium,shoot_borer
29.24,68.03,7.98,4.464,wheat,vegetative,0,medium,leaf_miner
30.03,58.88,0.02,3.9240000000000004,wheat,flowering,1,high,leaf_miner
29.35,57.63,0.03,3.8880000000000003,rice,seedling,0,medium,aphids
28.47,66.84,0.0,10.908,wheat,vegetative,1,high,leaf_miner
29.35,65.77,8.4,9.360000000000001,cotton,seedling,1,high,bollworm
28.54,68.93,6.55,9.792000000000002,sugarcane,maturity,0,medium,shoot_borer
30.82,58.38,0.46,6.048,cotton,seedling,0,medium,bollworm
30.58,58.43,3.24,4.104,sugarcane,flowering,1,high,shoot_borer
29.49,62.75,7.37,4.644,sugarcane,seedling,0,low,none
30.44,59.04,0.17,3.132,sugarcane,seedling,1,high,shoot_borer
30.66,59.48,0.05,5.6160000000000005,wheat,maturity,0,medium,leaf_miner
30.49,62.46,0.41,7.812,wheat,flowering,0,high,leaf_miner
30.46,61.99,0.05,8.424,wheat,vegetative,0,medium,leaf_miner
30.27,62.74,0.62,6.588,wheat,seedling,1,high,leaf_miner
29.85,64.21,0.27,6.5520000000000005,wheat,seedling,1,high,leaf_miner
30.89,53.63,0.2,4.86,wheat,vegetative,0,medium,leaf_miner
30.54,58.0,0.25,5.652,rice,flowering,1,high,aphids
31.52,59.81,0.16,5.6160000000000005,rice,vegetative,0,high,aphids
30.79,63.13,0.13,3.42,rice,seedling,1,high,aphids
30.21,64.38,0.23,5.04,cotton,seedling,1,high,bollworm
29.33,66.83,1.76,3.9600000000000004,cotton,flowering,1,high,bollworm
29.33,65.42,0.38,6.444,cotton,maturity,0,medium,bollworm
30.01,61.93,0.04,4.5,sugarcane,flowering,0,high,shoot_borer
29.8,64.26,0.07,6.012,sugarcane,vegetative,0,medium,shoot_borer
31.5,57.58,0.08,4.14,cotton,flowering,0,high,bollworm
29.89,67.28,1.31,2.2680000000000002,rice,vegetative,0,medium,aphids
30.21,64.43,1.14,4.464,wheat,maturity,1,high,leaf_miner
29.99,60.06,1.04,7.236,wheat,maturity,0,medium,leaf_miner
29.34,66.28,5.47,5.4,wheat,vegetative,0,medium,leaf_miner
29.69,64.8,0.67,7.848000000000001,sugarcane,seedling,0,medium,shoot_borer
27.86,74.4,6.38,6.516,cotton,vegetative,0,medium,whitefly
28.87,70.13,6.54,5.724,rice,vegetative,1,high,stem_borer
31.04,57.4,0.18,5.22,wheat,flowering,1,high,leaf_miner
30.99,56.99,0.09,5.112,cotton,maturity,1,high,bollworm
30.94,57.63,0.08,8.892000000000001,cotton,flowering,1,high,bollworm
30.99,60.62,1.4,8.316,sugarcane,seedling,1,high,shoot_borer
29.74,70.4,2.58,7.2,sugarcane,seedling,0,medium,top_borer
28.5,72.2,3.44,7.920000000000001,sugarcane,seedling,0,low,none
28.89,72.45,7.75,7.74,sugarcane,vegetative,1,high,top_borer
30.22,64.76,2.89,8.1,cotton,flowering,0,high,bollworm
28.76,68.56,12.12,9.072000000000001,sugarcane,vegetative,1,high,shoot_borer
25.89,82.53,32.32,8.46,wheat,seedling,1,high,aphids
28.28,71.24,3.04,6.84,rice,maturity,0,medium,stem_borer
27.22,76.71,9.22,11.772,sugarcane,flowering,0,medium,top_borer
27.69,67.84,0.78,15.192,wheat,vegetative,0,medium,aphids
29.14,65.21,0.01,11.844000000000001,rice,flowering,1,high,aphids
29.16,70.71,2.98,14.328,sugarcane,vegetative,1,medium,top_borer
28.45,71.12,5.86,18.18,sugarcane,maturity,0,low,none
27.54,76.85,5.19,17.82,rice,maturity,1,high,leaf_miner
27.72,73.87,6.78,19.008000000000003,wheat,seedling,0,low,none
28.29,77.75,2.62,17.46,wheat,maturity,0,medium,stem_borer
28.74,73.56,1.74,21.816,cotton,vegetative,0,medium,whitefly
28.38,67.68,2.24,21.816,cotton,vegetative,0,medium,bollworm
27.02,70.28,1.14,21.312,sugarcane,seedling,0,low,none
28.22,67.15,0.03,17.208000000000002,wheat,seedling,0,low,none
28.78,68.33,1.32,13.32,wheat,maturity,0,low,none
28.55,71.45,0.78,12.492,sugarcane,maturity,1,high,top_borer
29.01,66.33,1.1,13.068,rice,vegetative,0,medium,aphids
28.41,65.21,0.96,13.5,rice,vegetative,0,medium,aphids
29.58,59.42,0.23,10.008,cotton,vegetative,0,medium,bollworm
29.82,63.53,0.38,9.036,sugarcane,seedling,1,high,shoot_borer
29.72,64.62,0.27,12.204,rice,seedling,1,medium,aphids
29.51,67.42,1.34,10.692,sugarcane,seedling,1,medium,shoot_borer
28.08,75.82,4.06,11.735999999999999,wheat,flowering,0,high,stem_borer
28.35,72.94,4.37,14.184,rice,flowering,0,medium,stem_borer
27.74,76.04,4.25,14.868,rice,seedling,0,low,none
27.58,74.75,2.43,15.732000000000001,rice,maturity,0,medium,leaf_miner
28.01,68.93,1.63,20.196,wheat,flowering,0,medium,leaf_miner
27.9,71.53,3.03,20.088,cotton,maturity,1,high,whitefly
26.76,70.41,2.32,21.276,sugarcane,flowering,0,medium,top_borer
27.38,67.27,0.72,21.132,rice,vegetative,1,high,leaf_miner
27.73,73.09,2.37,15.336,wheat,vegetative,0,low,none
27.73,74.53,3.29,13.860000000000001,rice,vegetative,0,low,none
27.64,75.48,0.73,15.912,sugarcane,maturity,0,medium,top_borer
27.9,74.43,2.36,13.572000000000001,sugarcane,flowering,1,high,top_borer
27.99,74.05,0.23,13.068,rice,flowering,0,medium,leaf_miner
28.11,72.96,4.32,15.120000000000001,wheat,maturity,0,low,none
27.66,67.16,0.41,18.036,rice,vegetative,0,medium,leaf_miner
27.98,68.78,0.4,16.092,wheat,maturity,0,low,none
27.55,72.05,2.98,15.264000000000001,cotton,vegetative,0,medium,whitefly
27.97,69.45,0.42,15.947999999999999,rice,seedling,0,low,none
27.61,69.75,0.9,15.084000000000001,wheat,flowering,1,high,aphids
28.01,70.51,1.02,15.947999999999999,rice,maturity,1,medium,stem_borer
28.26,68.53,0.04,16.38,sugarcane,maturity,0,low,none
27.58,72.49,0.05,13.536,sugarcane,vegetative,0,medium,top_borer
27.67,72.33,0.2,12.708,rice,maturity,0,low,none
27.69,67.33,1.1,17.856,rice,vegetative,0,medium,leaf_miner
26.86,67.65,0.14,16.02,wheat,vegetative,1,high,aphids
26.97,69.61,0.18,15.876000000000001,wheat,flowering,0,medium,aphids
27.81,68.91,0.18,16.236,sugarcane,vegetative,1,high,shoot_borer
28.03,69.95,0.26,18.18,wheat,vegetative,0,medium,leaf_miner
28.17,70.0,0.19,18.324,sugarcane,maturity,0,medium,top_borer
28.58,68.36,0.12,15.588000000000001,cotton,maturity,1,medium,bollworm
28.8,67.62,0.08,16.308,rice,vegetative,0,medium,aphids
28.79,67.6,0.53,14.184,wheat,vegetative,0,low,none
28.36,70.6,1.79,14.904,sugarcane,vegetative,0,low,none
28.15,70.53,1.65,14.868,sugarcane,seedling,0,medium,top_borer
27.39,73.64,1.11,15.012,rice,vegetative,0,medium,leaf_miner
27.14,68.54,0.14,17.964000000000002,rice,seedling,1,medium,leaf_miner
27.82,68.06,0.23,16.308,rice,maturity,1,high,leaf_miner
27.98,69.71,5.85,16.884,wheat,flowering,1,high,aphids
27.52,71.73,0.55,15.515999999999998,cotton,flowering,0,medium,whitefly
27.83,71.33,0.6,14.292000000000002,cotton,flowering,1,high,whitefly
26.28,75.33,4.02,18.576,cotton,flowering,1,high,whitefly
26.46,70.22,0.55,18.756,cotton,maturity,0,low,none
26.8,67.56,0.93,14.148000000000001,sugarcane,flowering,0,high,shoot_borer
28.0,68.05,0.68,15.3,wheat,maturity,1,high,aphids
27.61,69.95,0.55,18.0,cotton,maturity,1,medium,bollworm
27.15,65.5,0.99,20.592,cotton,vegetative,0,medium,bollworm
26.98,65.85,0.5,22.104,wheat,vegetative,0,low,none
27.17,67.69,1.36,21.024,wheat,flowering,1,high,aphids
27.24,67.26,0.29,17.712,rice,vegetative,0,medium,leaf_miner
27.98,63.82,0.01,16.704,rice,seedling,0,low,none
28.27,63.32,0.0,18.036,cotton,seedling,1,medium,bollworm
28.76,63.85,0.04,17.568,sugarcane,maturity,0,low,none
28.94,66.08,1.62,16.452,rice,vegetative,1,high,aphids
28.54,68.34,0.52,12.888,wheat,flowering,1,high,leaf_miner
26.95,75.72,3.12,9.792000000000002,rice,flowering,0,high,leaf_miner
26.57,78.19,2.18,9.792000000000002,rice,seedling,0,medium,leaf_miner
27.65,75.44,2.38,8.208,wheat,vegetative,0,high,aphids
26.37,81.83,5.42,9.612,cotton,seedling,0,medium,whitefly
26.85,74.44,6.53,13.788,rice,vegetative,1,high,leaf_miner
27.59,72.73,0.68,14.796000000000001,rice,flowering,0,medium,leaf_miner
27.84,72.86,2.18,6.5520000000000005,cotton,seedling,1,high,whitefly
27.08,77.31,0.91,6.588,rice,vegetative,1,high,leaf_miner
26.77,76.05,7.03,7.596,sugarcane,flowering,0,high,top_borer
27.6,63.98,0.24,13.716000000000001,cotton,vegetative,1,high,bollworm
27.42,64.74,0.47,13.607999999999999,sugarcane,flowering,1,high,shoot_borer
26.62,66.48,0.34,16.344,wheat,maturity,1,high,aphids
26.55,68.63,0.56,16.416,sugarcane,maturity,0,low,none
26.93,68.75,1.6,19.152,wheat,vegetative,1,high,aphids
27.16,70.36,0.96,16.740000000000002,cotton,seedling,0,low,none
27.0,71.64,2.3,18.324,wheat,vegetative,1,high,aphids
26.65,70.41,0.36,17.856,wheat,maturity,0,low,none
27.61,66.04,0.09,18.791999999999998,wheat,seedling,0,low,none
27.5,65.14,0.03,13.392000000000001,wheat,maturity,0,low,none
29.05,63.36,1.05,8.64,sugarcane,maturity,0,medium,shoot_borer
27.86,69.95,0.96,7.632000000000001,wheat,seedling,0,medium,aphids
28.31,67.41,1.37,9.072000000000001,wheat,seedling,0,medium,leaf_miner
29.09,63.3,1.16,10.836,rice,maturity,1,high,aphids
28.65,62.61,0.1,10.368,rice,flowering,0,medium,aphids
29.3,61.93,0.07,14.508000000000001,rice,seedling,0,low,none
28.19,66.65,0.83,17.208000000000002,wheat,maturity,1,high,leaf_miner
27.32,71.17,2.17,17.46,rice,seedling,0,low,none
27.69,64.26,0.45,15.984000000000002,sugarcane,seedling,1,medium,shoot_borer
28.48,67.05,1.27,15.408000000000001,cotton,maturity,0,low,none
27.64,73.29,5.69,12.528,cotton,flowering,0,medium,whitefly
27.19,73.46,0.34,14.004000000000001,cotton,vegetative,0,medium,whitefly
28.16,66.97,0.07,16.236,rice,maturity,1,high,aphids
28.02,67.63,0.45,16.740000000000002,wheat,flowering,1,high,leaf_miner
28.36,66.73,0.33,14.76,cotton,maturity,1,medium,bollworm
28.7,66.72,1.56,12.744,sugarcane,flowering,0,medium,shoot_borer
29.03,65.97,2.78,11.916,rice,vegetative,1,high,aphids
27.78,73.2,3.31,8.64,rice,vegetative,1,high,leaf_miner
29.17,65.62,3.11,8.352,sugarcane,seedling,0,low,none
28.05,76.11,12.74,4.572,wheat,seedling,1,high,stem_borer
27.85,76.51,28.98,5.292,wheat,vegetative,1,high,aphids
27.82,75.04,8.3,6.336,sugarcane,maturity,0,medium,top_borer
27.04,76.55,2.24,4.716,sugarcane,vegetative,0,high,top_borer
27.89,69.5,0.04,10.08,rice,flowering,1,high,leaf_miner
28.18,66.62,0.63,10.224,sugarcane,flowering,0,medium,shoot_borer
27.9,70.0,2.69,10.584,wheat,flowering,1,high,aphids
26.96,78.84,2.39,9.0,wheat,vegetative,0,high,aphids
26.8,79.84,10.52,10.728,wheat,seedling,0,medium,aphids
26.45,83.6,10.91,10.296,wheat,flowering,0,medium,aphids
26.32,77.1,12.35,9.468,wheat,flowering,1,high,aphids
27.55,68.95,0.77,9.612,rice,vegetative,0,medium,leaf_miner
27.58,72.73,1.66,9.288,sugarcane,flowering,0,medium,top_borer
27.6,74.08,0.81,10.152,sugarcane,vegetative,0,medium,top_borer
27.66,71.81,0.14,12.996,cotton,seedling,0,low,none
28.0,70.08,1.23,13.212,rice,flowering,1,high,stem_borer
27.36,72.61,6.92,12.168,rice,flowering,0,medium,leaf_miner
27.49,69.73,0.28,15.768,rice,flowering,1,high,leaf_miner
27.0,69.54,0.69,16.56,rice,vegetative,0,medium,leaf_miner
26.91,72.51,0.29,15.876000000000001,rice,vegetative,0,medium,leaf_miner
27.68,70.57,0.39,13.895999999999999,wheat,maturity,0,low,none
27.38,70.92,0.0,12.24,cotton,seedling,1,medium,whitefly
28.36,67.29,0.0,11.808,wheat,maturity,1,high,leaf_miner
28.18,69.87,0.52,10.008,cotton,maturity,1,high,bollworm
27.66,73.46,7.1,4.5,rice,maturity,1,high,leaf_miner
27.91,69.62,0.74,8.316,rice,vegetative,1,high,leaf_miner
27.06,73.7,9.79,7.668,sugarcane,flowering,0,medium,top_borer
26.81,76.0,1.74,5.184,rice,flowering,0,high,leaf_miner
25.64,80.21,1.39,5.4,rice,vegetative,1,high,aphids
28.08,69.14,0.27,3.9960000000000004,rice,maturity,1,high,aphids
27.66,73.95,9.13,4.716,rice,seedling,0,medium,leaf_miner
27.4,76.26,3.49,3.6,rice,vegetative,1,high,leaf_miner
27.24,78.43,5.78,5.328,cotton,maturity,0,medium,whitefly
26.73,81.14,6.98,5.867999999999999,sugarcane,vegetative,0,medium,pyrilla
27.64,75.38,2.82,7.488,rice,flowering,1,high,leaf_miner
27.12,77.67,5.15,9.072000000000001,rice,flowering,1,high,leaf_miner
26.35,81.26,3.48,6.696000000000001,rice,flowering,0,high,aphids
25.86,85.64,6.07,7.632000000000001,cotton,maturity,0,medium,whitefly
26.05,85.47,9.78,9.936,cotton,vegetative,1,high,whitefly
25.98,83.78,7.8,9.864,sugarcane,maturity,0,medium,pyrilla
25.82,83.27,7.57,8.496,rice,vegetative,0,high,aphids
25.23,86.36,8.51,6.984,sugarcane,seedling,0,medium,pyrilla
25.09,87.36,10.56,4.572,wheat,flowering,0,high,aphids
24.72,91.17,35.13,4.428,cotton,seedling,1,high,aphids
26.22,82.35,1.53,5.688000000000001,rice,flowering,0,high,aphids
25.65,85.82,3.8,6.012,cotton,seedling,0,medium,whitefly
26.07,80.56,0.72,5.328,sugarcane,maturity,1,high,pyrilla
26.34,82.26,0.05,4.356,wheat,flowering,1,high,aphids
25.3,85.33,1.8,8.964,rice,maturity,0,medium,aphids
25.53,83.6,0.54,9.648000000000001,cotton,maturity,0,medium,whitefly
26.41,79.86,0.25,9.360000000000001,wheat,vegetative,0,medium,aphids
26.54,78.63,0.01,6.984,sugarcane,flowering,0,high,top_borer
26.78,75.82,0.0,6.9479999999999995,sugarcane,seedling,0,medium,top_borer
26.38,73.87,0.0,5.904,cotton,seedling,0,low,none
26.97,72.7,0.0,7.704000000000001,cotton,flowering,1,high,whitefly
27.88,71.74,0.0,5.760000000000001,rice,vegetative,1,high,leaf_miner
27.44,73.26,0.0,7.452,sugarcane,flowering,1,high,top_borer
26.94,75.57,1.18,3.492,rice,maturity,1,high,leaf_miner
26.03,75.08,7.92,5.760000000000001,cotton,vegetative,1,high,whitefly
26.13,72.7,0.11,3.06,wheat,maturity,0,medium,aphids
25.81,79.6,1.16,3.8520000000000003,rice,flowering,0,high,leaf_miner
25.55,69.52,0.22,4.068,sugarcane,vegetative,0,medium,shoot_borer
25.59,73.76,0.03,4.104,cotton,flowering,1,high,whitefly
26.17,75.5,0.81,5.724,cotton,flowering,0,high,whitefly
26.52,74.64,0.21,6.8759999999999994,rice,vegetative,0,medium,leaf_miner
26.34,75.27,0.29,7.668,rice,vegetative,1,high,leaf_miner
25.78,75.81,0.8,10.008,cotton,flowering,0,high,whitefly
24.74,67.81,0.01,5.472,rice,seedling,0,low,none
25.54,74.97,0.06,7.164,cotton,vegetative,0,medium,whitefly
24.83,78.72,0.89,6.6240000000000006,sugarcane,seedling,0,low,none
24.45,82.95,8.54,7.092,wheat,seedling,0,medium,aphids
25.65,77.22,0.89,9.360000000000001,rice,seedling,0,medium,leaf_miner
25.75,71.15,0.01,6.66,sugarcane,seedling,0,medium,top_borer
26.41,76.84,7.0,6.9479999999999995,sugarcane,maturity,0,medium,top_borer
25.01,86.49,4.15,7.5600000000000005,rice,flowering,0,high,aphids
24.5,89.72,19.67,7.38,sugarcane,vegetative,0,medium,pyrilla
23.91,89.78,10.68,7.488,cotton,flowering,0,medium,aphids
24.32,80.64,0.32,8.136,rice,flowering,1,high,aphids
24.08,78.1,0.0,8.028,wheat,flowering,1,high,aphids
23.64,76.43,0.0,7.272,cotton,flowering,1,high,aphids
22.65,76.08,1.76,6.156,sugarcane,flowering,0,high,pyrilla
22.53,81.56,15.05,5.6160000000000005,sugarcane,vegetative,0,medium,pyrilla
23.17,85.4,2.35,6.444,wheat,flowering,1,high,aphids
25.96,76.23,0.92,3.636,wheat,flowering,0,high,aphids
25.15,80.45,3.42,3.672,sugarcane,flowering,1,high,pyrilla
25.37,82.95,5.9,3.42,wheat,maturity,0,medium,aphids
24.78,79.79,3.68,3.744,wheat,seedling,1,high,aphids
24.67,84.17,2.85,9.324,sugarcane,maturity,0,medium,pyrilla
24.41,81.77,0.44,7.812,cotton,flowering,0,high,aphids
23.99,79.54,0.24,6.6240000000000006,rice,maturity,0,medium,leaf_miner
23.12,77.2,0.02,5.832000000000001,sugarcane,vegetative,1,high,pyrilla
23.51,79.6,0.0,6.696000000000001,wheat,vegetative,1,high,aphids
23.98,73.31,0.0,7.308,wheat,vegetative,0,medium,aphids
23.04,73.45,0.0,7.128,cotton,seedling,0,low,none
23.03,74.41,0.0,7.128,sugarcane,vegetative,0,low,none
21.93,70.88,0.0,5.904,sugarcane,seedling,0,low,none
21.24,69.03,0.0,5.724,wheat,vegetative,0,medium,aphids
21.28,70.74,0.0,5.688000000000001,sugarcane,maturity,1,high,pyrilla
23.56,81.6,2.9,8.028,wheat,maturity,0,medium,aphids
25.07,77.77,1.13,10.188,wheat,maturity,1,high,aphids
22.15,73.96,0.0,7.848000000000001,wheat,maturity,1,medium,aphids
21.9,73.22,0.0,6.696000000000001,rice,seedling,0,low,none
21.41,73.48,0.0,5.436,wheat,vegetative,0,medium,aphids
21.81,70.93,0.0,5.760000000000001,cotton,flowering,1,high,aphids
22.13,71.39,0.0,6.264,sugarcane,maturity,0,medium,pyrilla
22.64,72.51,0.0,5.904,rice,vegetative,0,medium,leaf_miner
22.52,71.86,0.0,5.184,sugarcane,vegetative,1,high,pyrilla
22.42,69.92,0.0,5.4,cotton,vegetative,0,medium,aphids
23.74,74.08,0.0,7.956,rice,flowering,0,medium,leaf_miner
23.61,68.37,0.0,6.8759999999999994,sugarcane,maturity,0,low,none
23.79,70.58,0.0,6.3,rice,seedling,1,medium,leaf_miner
24.4,72.75,0.0,6.264,wheat,seedling,0,low,none
24.67,71.41,0.0,3.096,wheat,flowering,0,medium,aphids
26.01,68.9,1.42,2.4120000000000004,sugarcane,flowering,0,medium,shoot_borer
14.83,48.68,0.35,4.788,wheat,flowering,0,medium,leaf_miner
16.93,72.43,14.29,4.968,rice,vegetative,0,medium,aphids
18.02,80.11,3.3,3.9240000000000004,rice,maturity,0,medium,aphids
17.13,62.31,0.02,11.052,cotton,flowering,0,low,none
14.21,44.19,0.04,13.788,cotton,seedling,0,low,none
14.19,49.04,0.0,7.344,cotton,vegetative,1,medium,aphids
14.14,51.45,0.0,6.408,rice,vegetative,1,medium,aphids
12.9,49.88,0.0,7.74,cotton,vegetative,0,low,none
12.17,43.81,0.0,8.64,cotton,vegetative,0,low,none
12.32,40.99,0.0,8.244,sugarcane,maturity,0,low,none
13.27,39.09,0.0,6.048,rice,seedling,0,low,none
13.91,34.78,0.0,3.9240000000000004,sugarcane,flowering,0,medium,pyrilla
13.28,36.79,0.0,4.284,sugarcane,maturity,0,low,none
13.47,40.84,0.17,5.508,cotton,maturity,1,medium,aphids
13.81,46.8,0.01,5.4,sugarcane,vegetative,0,low,none
12.52,53.04,0.0,5.328,wheat,maturity,0,low,none
13.92,50.61,0.0,6.6240000000000006,wheat,seedling,0,low,none
13.67,48.59,0.0,7.992000000000001,wheat,maturity,1,medium,leaf_miner
13.41,44.17,0.0,6.336,sugarcane,maturity,1,medium,pyrilla
13.57,37.54,0.0,3.132,wheat,flowering,0,medium,leaf_miner
14.19,36.7,0.0,4.212,rice,maturity,0,low,none
15.81,44.13,0.4,3.564,wheat,seedling,0,low,none
16.28,66.33,6.16,5.112,wheat,vegetative,0,medium,aphids
15.54,56.62,0.0,8.928,sugarcane,vegetative,0,low,none
15.79,56.55,0.12,7.02,rice,seedling,0,low,none
14.81,74.74,4.37,4.14,sugarcane,vegetative,1,high,pyrilla
16.46,64.0,0.18,6.156,rice,vegetative,0,low,none
14.11,46.39,0.0,8.028,rice,maturity,1,medium,aphids
12.99,40.99,0.04,7.632000000000001,sugarcane,seedling,0,low,none
12.72,38.44,0.0,10.44,wheat,flowering,1,medium,leaf_miner
13.69,36.6,0.0,8.388,cotton,maturity,0,low,none
16.13,35.49,0.0,4.176,cotton,seedling,0,low,none
16.73,40.13,0.0,6.803999999999999,wheat,maturity,1,medium,leaf_miner
18.24,45.78,0.0,7.668,cotton,seedling,0,low,none
16.66,49.25,2.44,9.251999999999999,cotton,vegetative,0,low,none
15.11,41.84,0.04,7.596,rice,flowering,0,low,none
15.33,37.6,0.0,5.652,sugarcane,maturity,0,low,none
18.01,42.95,0.08,6.012,sugarcane,vegetative,0,low,none
16.67,60.52,0.3,5.760000000000001,wheat,seedling,1,medium,aphids
17.22,52.91,0.01,7.056,wheat,maturity,0,low,none
17.36,38.47,0.0,9.324,sugarcane,flowering,1,high,pyrilla
16.56,38.9,0.0,6.588,cotton,flowering,0,medium,aphids
16.93,41.16,0.02,7.488,wheat,maturity,0,low,none
16.83,36.39,0.0,7.812,rice,vegetative,0,low,none
20.36,34.08,0.0,4.5360000000000005,sugarcane,flowering,1,high,pyrilla
19.96,41.8,0.0,5.22,cotton,maturity,1,medium,aphids
20.52,43.94,0.0,4.824000000000001,rice,maturity,0,low,none
